date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:24	36580/36580	---M-Z	200	added ('OK')	text/html	etag:%228ee4-661ceca2-49042557621d3e68;gz%22	https://jvdninternational.com/	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/index.html	(from )
12:44:24	771/771	---M--	302	error ('Found')	text/html	date:Thu,%2017%20Jul%202025%2007:14:25%20GMT	https://jvdninternational.com/robots.txt		(from )
12:44:25	9538/9538	---M--	200	added ('OK')	image/png	etag:%222542-661ceb0e-c499479f5b7a73e6;;;%22	https://jvdninternational.com/assets/img/logo/ficon.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/logo/ficon.png	(from https://jvdninternational.com/)
12:44:25	154858/154858	---M-Z	200	added ('OK')	text/css	etag:%2225cea-661ceb0f-27eeb53ac6465e85;gz%22	https://jvdninternational.com/assets/css/bootstrap.min.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/bootstrap.min.css	(from https://jvdninternational.com/)
12:44:25	211752/211752	---M-Z	200	added ('OK')	text/css	etag:%2233b28-661ceb0f-e8dbd6c5e30778f7;gz%22	https://jvdninternational.com/assets/css/fontawesome-all.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/fontawesome-all.css	(from https://jvdninternational.com/)
12:44:25	2710/2710	---M-Z	200	added ('OK')	text/css	etag:%22a96-661ceb0f-984135365f511bb7;gz%22	https://jvdninternational.com/assets/css/flaticon.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/flaticon.css	(from https://jvdninternational.com/)
12:44:26	35980/35980	---M-Z	200	added ('OK')	text/css	etag:%228c8c-661ceb0f-312db2a34c54350e;gz%22	https://jvdninternational.com/assets/css/jquery-ui.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/jquery-ui.css	(from https://jvdninternational.com/)
12:44:26	84769/84769	---M-Z	200	added ('OK')	text/css	etag:%2214b21-661ceb0e-56aad41f56ac3cb8;gz%22	https://jvdninternational.com/assets/css/animate.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/animate.css	(from https://jvdninternational.com/)
12:44:26	4007/4007	---M-Z	200	added ('OK')	text/css	etag:%22fa7-661ceb0f-dd4797405b03863e;gz%22	https://jvdninternational.com/assets/css/nice-select.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/nice-select.css	(from https://jvdninternational.com/)
12:44:26	1729/1729	---M-Z	200	added ('OK')	text/css	etag:%226c1-661ceb0f-3cb6f5e4af50b23c;gz%22	https://jvdninternational.com/assets/css/slick.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/slick.css	(from https://jvdninternational.com/)
12:44:26	59121/59121	---M-Z	200	added ('OK')	text/css	etag:%22e6f1-661ceb0f-5611d217eece9d23;gz%22	https://jvdninternational.com/assets/css/rs6.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/rs6.css	(from https://jvdninternational.com/)
12:44:27	3166/3166	---M-Z	200	added ('OK')	text/css	etag:%22c5e-661ceb0f-4acf19a3579b8eda;gz%22	https://jvdninternational.com/assets/css/slick-theme.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/slick-theme.css	(from https://jvdninternational.com/)
12:44:27	172614/172614	---M-Z	200	added ('OK')	text/css	etag:%222a246-661ceb0f-be134715e0e81db;gz%22	https://jvdninternational.com/assets/css/style.css	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/css/style.css	(from https://jvdninternational.com/)
12:44:27	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%225eb03cf0-d17%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css	C:/Users/DEEPAK/Desktop/deepu-personal/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css	(from https://jvdninternational.com/)
12:44:27	1380/1380	---M-Z	200	added ('OK')	text/css	etag:%225eb03cf0-564%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.theme.default.css	C:/Users/DEEPAK/Desktop/deepu-personal/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.theme.default.css	(from https://jvdninternational.com/)
12:44:28	36580/36580	---M-Z	200	added ('OK')	text/html	etag:%228ee4-661ceca2-49042557621d3e68;gz%22	https://jvdninternational.com/index.html	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/index-2.html	(from https://jvdninternational.com/)
12:44:28	23192/23192	---M--	200	added ('OK')	image/png	etag:%225a98-661ceb0e-11b1eba5f4fc8b80;;;%22	https://jvdninternational.com/assets/img/logo/logo.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/logo/logo.png	(from https://jvdninternational.com/)
12:44:28	16562/16562	---M-Z	200	added ('OK')	text/html	etag:%2240b2-661ceaf8-cd5a22029148dc50;gz%22	https://jvdninternational.com/about.html	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/about.html	(from https://jvdninternational.com/)
12:44:28	20737/20737	---M-Z	200	added ('OK')	text/html	etag:%225101-67f4b739-2ccd296e453abae6;gz%22	https://jvdninternational.com/team.html	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/team.html	(from https://jvdninternational.com/)
12:44:29	37788/37788	---M-Z	200	added ('OK')	text/html	etag:%22939c-661ceaf8-54e7506aa6191a90;gz%22	https://jvdninternational.com/product.html	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/product.html	(from https://jvdninternational.com/)
12:44:29	42644/42644	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2007:14:31%20GMT	https://jvdninternational.com/supplier.php	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/supplier.html	(from https://jvdninternational.com/)
12:44:29	17783/17783	---M-Z	200	added ('OK')	text/html	etag:%224577-661ceaf8-fa5a9450b5ff463b;gz%22	https://jvdninternational.com/affiliations.html	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/affiliations.html	(from https://jvdninternational.com/)
12:44:29	17434/17434	---M-Z	200	added ('OK')	text/html	etag:%22441a-67f4b7b5-3d3af53808923ab6;gz%22	https://jvdninternational.com/contact.html	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/contact.html	(from https://jvdninternational.com/)
12:44:30	215834/215834	---M--	200	added ('OK')	image/png	etag:%2234b1a-661ceb0c-837ac03c9ffaedd2;;;%22	https://jvdninternational.com/assets/slider1.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/slider1.png	(from https://jvdninternational.com/)
12:44:30	153559/153559	---M--	200	added ('OK')	image/png	etag:%22257d7-661ceb0c-4561b3f027adb000;;;%22	https://jvdninternational.com/assets/container-slide-1.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/container-slide-1.png	(from https://jvdninternational.com/)
12:44:30	1828393/1828393	---M--	200	added ('OK')	image/png	etag:%221be629-661ceb0d-2c9eb5150a6f58ce;;;%22	https://jvdninternational.com/assets/slider2.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/slider2.png	(from https://jvdninternational.com/)
12:44:30	349073/349073	---M--	200	added ('OK')	image/png	etag:%2255391-661ceb0c-d89583e610423ae7;;;%22	https://jvdninternational.com/assets/container-slide-2.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/container-slide-2.png	(from https://jvdninternational.com/)
12:44:31	543297/543297	---M--	200	added ('OK')	image/png	etag:%2284a41-661ceb0d-b9c2eb048b7606b9;;;%22	https://jvdninternational.com/assets/slider3.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/slider3.png	(from https://jvdninternational.com/)
12:44:31	315458/315458	---M--	200	added ('OK')	image/png	etag:%224d042-661ceb0c-c6f0930137ef1b50;;;%22	https://jvdninternational.com/assets/quality-slide3.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/quality-slide3.png	(from https://jvdninternational.com/)
12:44:31	678115/678115	---M--	200	added ('OK')	image/png	etag:%22a58e3-661ceb0d-e0a222efb9c36b53;;;%22	https://jvdninternational.com/assets/slider4.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/slider4.png	(from https://jvdninternational.com/)
12:44:31	2519/2519	---M--	200	added ('OK')	image/png	etag:%229d7-661ceb0d-b8de4e4330c237c3;;;%22	https://jvdninternational.com/assets/img/shape/ab-sh1.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/shape/ab-sh1.png	(from https://jvdninternational.com/)
12:44:31	362896/362896	---M--	200	added ('OK')	image/png	etag:%2258990-661ceb0c-39592051ed8dd0bb;;;%22	https://jvdninternational.com/assets/me-slider4.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/me-slider4.png	(from https://jvdninternational.com/)
12:44:32	1106/1106	---M--	200	added ('OK')	image/png	etag:%22452-661ceb0d-723d27b1fc1ecbd5;;;%22	https://jvdninternational.com/assets/img/shape/ab-sh2.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/shape/ab-sh2.png	(from https://jvdninternational.com/)
12:44:32	24786/24786	---M--	200	added ('OK')	image/jpeg	etag:%2260d2-661ceb0e-63bf19c35f2b93f;;;%22	https://jvdninternational.com/assets/img/about/About.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/about/About.jpg	(from https://jvdninternational.com/)
12:44:32	17005/17005	---M--	200	added ('OK')	image/jpeg	etag:%22426d-661ceb0e-88e4d41e4fcca2fb;;;%22	https://jvdninternational.com/assets/img/bg/shape-bg.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/bg/shape-bg.jpg	(from https://jvdninternational.com/)
12:44:32	20697/20697	---M--	200	added ('OK')	image/png	etag:%2250d9-661ceb0e-f03ca904b39731cb;;;%22	https://jvdninternational.com/assets/img/bg/map.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/bg/map.png	(from https://jvdninternational.com/)
12:44:32	68925/68925	---M--	200	added ('OK')	image/png	etag:%2210d3d-661ceb0e-6e60d5019f615be2;;;%22	https://jvdninternational.com/assets/img/bg/ser-bg.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/bg/ser-bg.png	(from https://jvdninternational.com/)
12:44:33	426448/426448	---M--	200	added ('OK')	image/png	etag:%22681d0-661ceb0e-aeb5d9be7ed2c9b4;;;%22	https://jvdninternational.com/assets/img/bg/product.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/bg/product.png	(from https://jvdninternational.com/)
12:44:33	14006/14006	---M--	200	added ('OK')	image/png	etag:%2236b6-661ceb0d-9f23752878643ef7;;;%22	https://jvdninternational.com/assets/img/portfolio2.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/portfolio2.png	(from https://jvdninternational.com/)
12:44:33	18080/18080	---M--	200	added ('OK')	image/png	etag:%2246a0-661ceb0d-301217917ad5c707;;;%22	https://jvdninternational.com/assets/img/portfolio3.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/portfolio3.png	(from https://jvdninternational.com/)
12:44:33	15083/15083	---M--	200	added ('OK')	image/png	etag:%223aeb-661ceb0d-21a5e9ce859fbcdb;;;%22	https://jvdninternational.com/assets/img/portfolio1.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/portfolio1.png	(from https://jvdninternational.com/)
12:44:34	3756/3756	---M--	200	added ('OK')	image/jpeg	etag:%22eac-661ceb0e-6b9d7b843338c90e;;;%22	https://jvdninternational.com/assets/img/client/client53.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/client/client53.jpg	(from https://jvdninternational.com/)
12:44:34	3840/3840	---M--	200	added ('OK')	image/jpeg	etag:%22f00-661ceb0e-232b02975d2aeee5;;;%22	https://jvdninternational.com/assets/img/client/client54.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/client/client54.jpg	(from https://jvdninternational.com/)
12:44:34	3392/3392	---M--	200	added ('OK')	image/jpeg	etag:%22d40-661ceb0e-d39ec469d63bc1a3;;;%22	https://jvdninternational.com/assets/img/client/client55.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/client/client55.jpg	(from https://jvdninternational.com/)
12:44:34	3514/3514	---M--	200	added ('OK')	image/jpeg	etag:%22dba-661ceb0e-d37d70d7611f9b0d;;;%22	https://jvdninternational.com/assets/img/client/client56.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/client/client56.jpg	(from https://jvdninternational.com/)
12:44:34	3293/3293	---M--	200	added ('OK')	image/jpeg	etag:%22cdd-661ceb0e-280531197f328e03;;;%22	https://jvdninternational.com/assets/img/client/client57.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/client/client57.jpg	(from https://jvdninternational.com/)
12:44:35	2755/2755	---M--	200	added ('OK')	image/jpeg	etag:%22ac3-661ceb0e-99e9de773fad68b3;;;%22	https://jvdninternational.com/assets/img/client/client58.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/client/client58.jpg	(from https://jvdninternational.com/)
12:44:36	3049/3049	---M--	200	added ('OK')	image/jpeg	etag:%22be9-661ceb0e-d673f3a2959ec415;;;%22	https://jvdninternational.com/assets/img/client/client59.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/client/client59.jpg	(from https://jvdninternational.com/)
12:44:36	2988/2988	---M--	200	added ('OK')	image/jpeg	etag:%22bac-661ceb0e-59fa7ca13a49c58a;;;%22	https://jvdninternational.com/assets/img/client/client60.jpg	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/client/client60.jpg	(from https://jvdninternational.com/)
12:44:37	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://jvdninternational.com/)
12:44:37	623945/623945	---M--	200	added ('OK')	image/png	etag:%2298549-661ceb0e-ff5677caf697576c;;;%22	https://jvdninternational.com/assets/img/bg/f-bg.png	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/img/bg/f-bg.png	(from https://jvdninternational.com/)
12:44:37	39680/39680	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f34b630ffe30ba2ff2b91e3f3c322a1%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.4.1/js/bootstrap.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/maxcdn.bootstrapcdn.com/bootstrap/3.4.1/js/bootstrap.min.js	(from https://jvdninternational.com/)
12:44:37	78441/78441	---MC-	200	added ('OK')	text/javascript	date:Thu,%2017%20Jul%202025%2007:14:39%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/DEEPAK/Desktop/deepu-personal/translate.google.com/translate_a/elementa0d8.js	(from https://jvdninternational.com/)
12:44:39	84494/84494	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214a0e-661cecd3-c495536f91de3b3d;gz%22	https://jvdninternational.com/assets/js/jquery.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/jquery.min.js	(from https://jvdninternational.com/)
12:44:39	61852/61852	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f19c-661cecd3-89a473711a2a4a73;gz%22	https://jvdninternational.com/assets/js/bootstrap.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/bootstrap.min.js	(from https://jvdninternational.com/)
12:44:39	88438/88438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215976-661cecd3-16f4e1b8f035e1a7;gz%22	https://jvdninternational.com/assets/js/slick.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/slick.js	(from https://jvdninternational.com/)
12:44:39	1067/1067	---M-Z	200	added ('OK')	application/x-javascript	etag:%2242b-661cecd3-d3233adf5b48d620;gz%22	https://jvdninternational.com/assets/js/jquery.counterup.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/jquery.counterup.min.js	(from https://jvdninternational.com/)
12:44:39	8044/8044	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f6c-661cecd3-e817f984d672562a;gz%22	https://jvdninternational.com/assets/js/waypoints.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/waypoints.min.js	(from https://jvdninternational.com/)
12:44:40	46039/46039	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b3d7-661cecd3-afefcaca1104511d;gz%22	https://jvdninternational.com/assets/js/jquery.filterizr.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/jquery.filterizr.js	(from https://jvdninternational.com/)
12:44:40	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-661cecd4-3d4a9ea3bb1e9183;gz%22	https://jvdninternational.com/assets/js/wow.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/wow.min.js	(from https://jvdninternational.com/)
12:44:40	5044/5044	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213b4-661cecd3-b96154ae087a9257;gz%22	https://jvdninternational.com/assets/js/jquery.cssslider.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/jquery.cssslider.min.js	(from https://jvdninternational.com/)
12:44:41	123959/123959	---M-Z	200	added ('OK')	application/x-javascript	etag:%221e437-661cecd3-16b7e6a65d188236;gz%22	https://jvdninternational.com/assets/js/rbtools.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/rbtools.min.js	(from https://jvdninternational.com/)
12:44:42	19578/19578	---M-Z	200	added ('OK')	application/x-javascript	etag:%224c7a-661cecd3-43aca61810aa0f16;gz%22	https://jvdninternational.com/assets/js/script.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/script.js	(from https://jvdninternational.com/)
12:44:42	136576/136576	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2221580-661ceb0e-42fe630146abb1cd;gz%22	https://jvdninternational.com/assets/fonts/fa-brands-400.ttf	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/fonts/fa-brands-400.ttf	(from https://jvdninternational.com/assets/css/fontawesome-all.css)
12:44:42	379836/379836	---M-Z	200	added ('OK')	application/x-javascript	etag:%225cbbc-661cecd3-ca97ef71f21ef399;gz%22	https://jvdninternational.com/assets/js/rs6.min.js	C:/Users/DEEPAK/Desktop/deepu-personal/jvdninternational.com/assets/js/rs6.min.js	(from https://jvdninternational.com/)
